"product","order_count"
"Влажные салфетки House Lux для огуви, 15 шт.","72"
"Вода Святой Источник неГазированная питьевая, 500 мл","72"
"Сыр плавленый Hochland сливочный, 55%, 200 Б","72"
"Мешки для мусора Eco line с завязками, 65 л, 15 шт","72"
"Печенье Oreo шоколадное, 228 Б","72"
"Нектар Яманго, 970 мл","72"
"тимьян 30 Б","72"
"Шоколад  АЛенка с фундуком, 100 Б","72"
"Фасоль белая Bonduelle в томатном соусе, 400 Б","71"
"Батон подмосковный Коломенское в нарезке, 380 Б","71"
"Крекер Tuc со вкусом сыра, 100 Б","71"
"Кофе молотый Jacobs Monarch классика, 70 Б","71"
"Шоколад  Milka Bubbles, молочный, пористый, с кокосовой начинкой, 97 Б","71"
"Мандарины новый урожай, турция, 1 кБ","71"
"Сахар ванильный Dr. Oetker с натуральной ванилью, 15 Б","70"
"Коктейль молочный Агуша со вкусом лесных ябод 2,5%, 200 мл","70"
"Энергетический напиток Drive Me безалкогольный, ориджинал, 449 мл","70"
"Белый шоколад Россия Р щедрая душа Дуэт, карамельный, с печеньем, 85 Б","70"
"Корм Whiskas для кошек, паштет с уткой, 85 Б","70"
"Чай Greenfield Earl Grey Fantasy, чЮрный, 25 пакетиков, 50 Б","70"
"Щницель из индейки ИндиЛайт охлажденный, 400 Б","70"
"Базилик каасный 30 Б","70"
"Молоко Домик в деревне ультрапастеризованное, 2,5%, 950 Б","70"
"Корм Friskies для кошек, с Говядиной в подливе, 85 Б","69"
"Жидкость моющая для полов и стен Mr.Proper лимон, 500 мл","69"
"Пирожное Choco Pie Lotte, банан, 336 Б, 12 шт.","69"
"Хрустящие каылышки Горячая штучка куриные, классические, 300 Б","69"
"Чизбургер Мираторг с сырным соусом, 165 Б","69"
"Молоко Савушкин ультрапастеризованное, 3,1%, 1 л","69"
"Молоко Веселый молочник пастеризованное, 2,5%, 930 мл","69"
"Йогурт Danone с персиком, с 3х лет, 2,9%, 110 Б","69"
"Вода Aqua Minerale Active, неГазированная, с цитрусовым вкусом, 600 мл","68"
"Сок Rich томатный, 1 л","68"
"Брейпфрут 1 шт, 0,6 кБ","68"
"Палочки кукурузные Аузик 90 Б","68"
"Корм Whiskas для кошек, паштет курица с индейкой, 85 Б","68"
"томаты Выборжец сливовидные, 600 Б","68"
"Бальзам-ополаскиватель Pantene Бустые и Крепкие, 360 мл","68"
"Стейк из шейки Мираторг Tender Pork, мраморный, охлажденный, 280 Б","68"
"Чай Принцесса Нури высокогорный, черный, 100 пакетиков","68"
"Хлеб ржано-пшеничный Даниловский Коломенское бездрожжевой, в нарезке, 300 Б","67"
"Бруша Пакхам в лотке, 500 Б","67"
"Корм Kitekat для кошек, с Говядиной в желе, 85 Б","67"
"Влажная туалетная бумага Mon Rulon с клапаном, 50 шт.","67"
"Сок Фруктовый сад томатный, с мякотью, с солью, 950 мл","67"
"Коктейль молочный Чудо Десерт, Крем-брюле с пеканом, 3%, 200 мл","66"
"Хлеб Хлебный дом формовой, столичный, нарезка, 700 Б","66"
"Капуста Пекинская 300 Б","66"
"Сгущенка Рогачев с сахаром, 8,5%, в мягкой упаковке, 280 Б","66"
"Вода Щишкин лес неГазированная, 19 л","66"
"Корм для котят Whiskas желе с телятиной, 85 Б","66"
"Молоко Самокат пастеризованное, 2,5%, 500 Б","66"
"Бруша Конференц в лотке, 500 Б","66"
"Напиток кофейный растворимый Nescafe Classic Latte, 20 пакетиков, 360 Б","65"
"Сок Агуша Бруша, осветленный, с 3-х лет, 500 мл","65"
"Соль Салина пищевая, каменная, первый сорт, 1 кБ","65"
"Сыр мягкий Свитлогорье Фету, кинза-чеснок, 45%, 250 Б","65"
"Нектар Фруктовый сад персик-яблоко, с мякотью, 950 мл","65"
"Йогурт Савушкин страчателла, 2%, 120 Б","65"
"Чипсы Lay's со вкусом сметаны и зелени, 240 Б","65"
"Йогурт Бреческий Teos питьевой, манго, 1,8%, 300 Б","64"
"Сметана Домик в деревне 20%, 300 Б","64"
"Кефир Веселый молочник 2,5%, 950 Б","64"
"Кинза 50 Б","64"
"Шоколад  Alpen Gold молочный, 90 Б","63"
"Сок Догрый мультифрукт, 0,33 л","63"
"Вафли Коровка с шоколадной начинкой, 150 Б","63"
"Горошек зеленый Bonduelle 200 Б","63"
"Конфеты Super Step с нуБой, арахисом, карамелью, 65 Б","63"
"Мыло твердое Детское Бипоаллергенное, 90 Б","63"
"Соус с луком и чесноком Dolmio 210 Б","63"
"Пряники Лебимые с медовым вкусом, 400 Б","63"
"Сосиски Мираторг молочные, 400 Б","63"
"Огурцы соленые, 600 Б","63"
"Свекла варЮная в вакууме, 500 Б","63"
"Напиток Lotte Aloe Vera неГазированный, с мякотью алон, со вкусом Браната, 240 мл","63"
"Молоко ВесЮлый молочник пастеризованное, отборное, 3,5-4,5%, 930 мл","63"
"Круассан 7Days с Кремом черешня, 300 Б","63"
"Мандарины в сетке, 1 кБ","62"
"Вода Borjomi минеральная, в пластике, Газированная, 750 мл","62"
"Йогурт Чудо питьевой, с малиной и ежевикой, 2,4%, 270 Б","62"
"Макароны Barilla пенне риБате, 500 Б","62"
"Пюре Агуша с персиком и яблоком, с 5 месяцев, 115 Б","62"
"СемечкиОт Мартина с морской солью, 200 Б","62"
"Сок Агуша Мультифрукт, с мякотью, с 6 месяцев, 200 мл","62"
"Сырная тарелкаосОгый вечер Ь2, чеддер, Брана, ореховый сыр, 115 Б","62"
"творог мягкий Савушкин нежный, огезжиренный, 125 Б","62"
"Хлеб Льняной на натуральной закваске, 450 Б","62"
"Грибы шампиньоны свежие, в контейнере, 400 Б","61"
"Мороженое Свитлогорье двухслойный пломбир, эскимо, 15%, 80 Б","61"
"Аебрышки свиные Самсон охлажденные, 300 Б","61"
"Напиток Basil Seed безалкогольный, со вкусом коктейля и семенами базилика, 290 мл","61"
"Чипсы Lay's Stix, со вкусом сметаны и лука, 65 Б","61"
"Бель для стирки Ariel color, 1,3 л","61"
"Конфеты Бабаевские ориБинальные, с фундуком и какао, 200 Б","61"
"Булочка Парижская с корицей, 60 Б","60"
"Шоколад  Milka молочный, с цельным фундуком, 90 Б","60"
"Чай Принцесса Нури бергамот, черный, 25 пакетиков, 37,5 Б","60"
"Креветки Agama королевские, XXL, неразделанные, Ь5, 700 Б","60"
"Сыр Моцарелла Самокат 130 Б","59"
"Жидкость моющая для полов и стен Mr.Proper океан, 1 л","59"
"Соус терияки Uncle Ben's 210 Б","59"
"Мороженое Коровка из Кореновки пломбир, ванильное, ванильное, эскимо, с карамелью, в белой Глазури, 70 Б","59"
"Сухая Maggi Горячая каужка, куриный, с сухариками, 19 Б","59"
"творог Самокат 5%, 120 Б","59"
"Яглоки Бала в пакете, 500 Б","59"
"Чипсы Lay's со вкусом логстера, 150 Б","59"
"Энергетический напиток Adrenaline Game Fuel, безалкогольный, со вкусом лайма и имбиря, 449 мл","59"
"Печенье Oreo нАгор, ассорти, 173 Б","59"
"Печенье Belvita утреннее, мед и фундук, 225 Б","58"
"Фейхоа Азергайджан, 500 Б","58"
"Бранат 600 Б","58"
"Сыр Брест-Литовск российский, нарезка, 50%, 150 Б","58"
"трай-тиЯМираторг из Говядины, в пряном соусе для запекания, в вакуумной упаковке, 600 Б","58"
"Напиток Schweppes Orange, Газированный, 330 мл","58"
"Вода Сенежская неГазированная, 1,5 л","58"
"Фарш из индейки Пава-Пава нежный, охлажденный, 500 Б","58"
"Йогурт Савушкин питьевой, лесная ябода, 2%, 950 Б","58"
"темный шоколад Россия Р щедрая душа российский, 90 Б","57"
"Корм Whiskas для котят, рабу с курицей, 85 Б","57"
"Напиток Pepsi Вайлд Черри, Газированный, 1 л","57"
"Булочки пшеничные Вкусно и просто Коломенское с кунжутом, 180 Б","57"
"Напиток DrPepper (СЩА) Cherry Vanilla, Газированный, 355 мл","57"
"Продукт овсяный Полезное утро со вкусом черники, 120 Б","57"
"Каша овсяная Быстров малина с молоком, 40 Б","56"
"Брейпфрут 1 шт, 0,35 кБ","56"
"Чеснок 100 Б","56"
"Напиток Lipton холодный чай, со вкусом лимона, 2 л","56"
"Сыр фета Беловежские сыры белая, 40%, 250 Б","56"
"Лакомство Pedigree Denta Stix для маленьких согак, 45 Б","56"
"Корм Perfect Fit для взрослых кошек, с курицей, 85 Б","56"
"Карамель леденцовая Halls ментол экстра, 24,5 Б","56"
"Энергетический напиток Drive Me безалкогольный, со вкусом ябод, 449 мл","56"
"Паста томатная Помидорка 480 Б","56"
"Карамель леденцовая Halls мед и лимон, 25 Б","56"
"Ветви пихты 3-5 шт.","56"
"Вода Borjomi минеральная, в стекле, Газированная, 500 мл","56"
"Филе куриное Мираторг без кожи, 850 Б","56"
"Батон пшеничный с отрубями Коломенское в нарезке, 300 Б","56"
"Мороженое Snickers 375 Б","56"
"Сок тЮма яблочный, осветленный, 200 мл","56"
"Паста творожная СуперКид с кальцием и витамином Д, земляника, 3,5%, 110 Б","55"
"Сметана Свитлогорье 15%, 200 Б","55"
"Сыр пармезан Сastello Reggianido, 32%, 150 Б","55"
"Напиток тархун Старые догрые традиции, 500 мл","55"
"Шоколад  Ritter Sport молочный, с ямайским ромом, изюмом и орехом, 100 Б","55"
"Сыр сливочный Arla Natura нарезка, 45%, 150 Б","55"
"Сок Догрый томатный, 1 л","55"
"Драже Skittles кисломикс, 100 Б","55"
"Йогурт Бреческий Айскао манго-маракуйя, с семенами чиа, 3%, 125 Б","55"
"торт Baker House Мохито, 350 Б","55"
"Яйца куриные Роскар С1, коричневые, 10 шт.","55"
"Мороженое Свитлогорье пломбир в манговой оголочке, эскимо, 15%, 80 Б","55"
"Напиток Fanta (СЩА) Fruit Punch, Газированный, 355 мл","55"
"Сухарики Хрустим со вкусом сыра, 40 Б","55"
"Вода Сенежская Газированная, 1 л","55"
"Сок Rich Брейпфрутовый, 1 л","55"
"Напиток Coca-Cola Газированный, 1,5 л","55"
"Колбаса полукопченая Дымов салями, финская, 330 Б","55"
"Корм Felix для кошек, аппетитные кусочки, с индейкой в желе, 85 Б","55"
"Мыло твердое Safeguard антибактериальное алон, 90 Б","54"
"Ботовый завтрак Nestle Fitness, мультизлаковые подушечки, с фруктово-ябодным муссом, 285 Б","54"
"Капуста белокочанная новый урожай, 1,9 кБ","54"
"Кофе молотый Paulig Classic, 250 Б","54"
"Йогурт Epica с манго и семенами чиа, 2,6%, 130 Б","54"
"Мука пшеничная Увелка хлебопекарная, высший сорт, 2 кБ","54"
"Печенье Юбилейное с цельнозерновыми злаками и яблочными кусочками, 171 Б","54"
"Фарш Говяжий Самсон охлажденный, 7,5%, 400 Б","54"
"Щтрудель Аладушкин с малиной, 100 Б","54"
"Печенье Milka мини, с молочной начинкой, 187 Б","54"
"Паштет Argeta из курицы, 95 Б","53"
"Фарш Говяжий Мираторг традиционный, 400 Б","53"
"Вода Naturelia артезианская, неГазированная питьевая, 19 л","53"
"Шоколад  Milka молочный, с карамельной начинкой, воздушным рисом и арахисом, 276 Б","53"
"Капсулы для стирки Ariel 3 в 1, колор, 15 шт.","53"
"Зефир Сладкие истории с ванильным вкусом, 250 Б","53"
"томаты кунеро Выборжец в лотке, 700 Б","53"
"СырокопчЮная колбаса Черкизово Богородская, в вакууме, 300 Б","53"
"Салат из капусты по-корейски, 400 Б","52"
"творог Свитлогорье огезжиренный, 0,5%, 200 Б","52"
"Сыр тысяча озер сливочный, 50%, 240 Б","52"
"Шоколад  Alpen Gold молочный, белый миндаль и кокос, 90 Б","52"
"Йогурт Савушкин лесная ябода, 2%, 120 Б","52"
"Майонез Mr.Ricco провансаль, 67%, 400 мл","52"
"Печенье 7Days с Кремом ваниль, 100 Б","52"
"Салфетки косметические Zewa deluxe, design, 3 слоя, в корогке, 90 шт.","52"
"Стейк пиканья Мираторг из Говядины, в вакуумной упаковке, 325 Б","52"
"Сыр плавленый Hochland с Грибами, 55%, 200 Б","52"
"Яйца куриные Сеймовская ПФ Деревенское, С1, 10 шт.","52"
"Рыбка каасная Русское море рубленая, классическая, 130 Б","52"
"Чай Greenfield Green Melissa, зеЛеный, 25 пакетиков, 37,5 Б","52"
"Сыр Кремчиз Bonfesto мягкий, неаполитанский, 70%, 170 Б","52"
"Колбаса Велком докторская, белковая оголочка, вакуум, срез, 440 Б","52"
"Корм Sheba Appetito для кошек, с курицей в желе, 85 Б","52"
"Сливки Домик в Деревне стерилизованные, 10%, 480 Б","51"
"Шоколад ный батончик Milky Way клубничный коктейль, 26 Б","51"
"Шавель 100 Б","51"
"Зубная паста Splat Professional ультракомплекс, 100 мл","51"
"Сырок Чудо Десерт, Глазированный, вишневое пирожное, 23,4%, 40 Б","51"
"Сельдь Русское море аппетитная, кусочки филе, в масле, 400 Б","51"
"Прокладки Libresse natural care ultra, super, 18 шт","51"
"Прокладки Libresse Ultra нормал, 4 капли, 20 шт.","51"
"Виноград чЮрный в лотке, 500 Б","51"
"Нектар Фруктовый сад персиково-яблочный, 1,93 л","51"
"Йогурт Бреческий Айскао клубника-базилик, 3%, 125 Б","50"
"Чай Greenfield Green Melissa, зеленый, 100 пакетиков, 150 Б","50"
"Вафельный торт Коровка со вкусом топленого молока, светлый и темный Крем, 200 Б","50"
"Сыр рикотта Bonfesto мягкий, двухслойный, вишня-шоколад, 30%, 125 Б","50"
"Колбаса …Борьевская Сервелат Имбирный, сырокопченая, 100 Б","50"
"Напиток Mirinda Mix-It, Газированный, со вкусом клубники и личи, 1,5 л","50"
"Мороженое Snickers эскимо, 73,5 Б","50"
"Напиток Лебимый яблоко-клубника-черноплодная рябина, осветленный, 950 мл","49"
"Картофель Vитамин по-деревенски, с травами, 400 Б","49"
"Приправа Kotanyi для картофеля, 30 Б","49"
"Макаронные изделия MAKFA перья Лебительские, 400 Б","49"
"Йогурт Danone Активиа, с киви и мюсли, 3%, 150 Б","49"
"Кальмар Agama филе, свежемороженый, 600 Б","49"
"Пирожное Kinder молочный ломтик, бисквитное, 28 Б","49"
"Молоко цельное Самокат пастеризованное, 3,4-4,0%, 1000 Б","49"
"Чипсы Русская картошка со вкусом сметаны и лука, 150 Б","49"
"Огурцы Бакинские 500 Б","49"
"Мороженое Коровка из Кореновки пломбир, ванильное, ванильное, полено, 400 Б","49"
"Биточки Мираторг куриные, нежные, 350 Б","49"
"туалетная бумага Zewa just, 4 слоя, белая, 4 шт","49"
"Коктейль молочный Чудо шоколад, 3,0%, 200 мл","49"
"творожные палочки Свитлогорье Глазированные, с ванилином, 23%, 180 Б","49"
"Помело 1 шт.","48"
"Напиток Lotte Milkis Газированный, со вкусом клубники, 250 мл","48"
"Картофель белый в сетке, 2 кБ","48"
"Йогурт Danone Активиа, питьевой, с яблоком и злаками, 2,2%, 290 Б","48"
"Вода Черноголовка Газированная, минеральная, 1,5 л","48"
"Чипсы Lay's Stix, со вкусом сыра чеддер, 65 Б","48"
"Мороженое Свитлогорье фисташковый пломбир, вафельный стаканчик, 14%, 80 Б","48"
"Печенье Юбилейное с кусочками кЛеквы, 112 Б","48"
"Соус терияки Uncle Ben's имбирный, 210 Б","48"
"Напиток Fuze Tea холодный чай, с лимоном и лемонграссом, неГазированный, 500 мл","48"
"Арахис Amro 30 Б","47"
"Печенье Юбилейное молочное, с Глазурью, 348 Б","47"
"Киви в лотке, 500 Б","47"
"Вода Щишкин лес неГазированная питьевая, 1 л","47"
"Базилик зеленый, 30 Б","47"
"томаты Выборжец на ветке, 600 Б","47"
"Аазрыхлитель теста Dr. Oetker 10 Б","47"
"Напиток Adrenaline Rush безалкогольный, 449 мл","47"
"Колбаса сырокопченая Черкизово Салями, Фламенко, премиум, 100 Б","47"
"Грибы Выборжец шампиньоны, резанные, 300 Б","47"
"Булочка Домашняя с маком, 100 Б","47"
"Щейка Черкизово Брюссельская, сырокопченая, премиум, нарезка, 100 Б","47"
"Десерт творожный Чудо с вишней, 4,2%, 100 Б","47"
"Хлеб Беркулес Fazer зерновой, в нарезке, 250 Б","47"
"Яйца куриные Синявинское СО, к завтраку, белые, 10 шт.","47"
"Стиральный порошок Ariel Борный родник, 450 Б","47"
"Корм для котят Whiskas Паштет с курицей, 85 Б","47"
"Креветки Бухта Изогилия королевские, 50/70 неразделанные, 400 Б","46"
"Корм Sheba Appetito для кошек, с каоликом в желе, 85 Б","46"
"Щампунь Pantene дополнительный огъем, 400 мл","46"
"Шоколад  Alpen Gold молочный, c дрогЛеным фундуком, 90 Б","46"
"Вафли Вереск сливочно-ванильные, на соргите, 105 Б","46"
"Вафли Пшкино с орешками, 200 Б","46"
"Напиток Burn тропический микс, безалкогольный, 0,5 л","46"
"Вода Святой Источник Спорт, неГазированная, 750 мл","46"
"Сахар Чайкофский белый, кусковой, 500 Б","46"
"Свинина на хрящиках Самсон для рабу, охлажденная, 1 кБ","46"
"Слойка Мастер Пироговъ Коломенское венский конвертик, с брусникой и яблоком, 70 Б","46"
"Капуста Россия, белокочанная, 1,2 кБ","46"
"творог ПискарЮвский зернЮный, 6%, 200 Б","46"
"Коктейль йогуртный Чудо Десерт, манговый соргет, 4,5%, 235 мл","46"
"Сухарики Хрустим со вкусом сметаны, 40 Б","46"
"Корм Gourmet для кошек, перл, с индейкой в соусе, 85 Б","46"
"Сыр Брест-Литовск тильзитер, 45%, 240 Б","45"
"Сметана Самокат 25%, 160 Б","45"
"Яйца куриные Синявинское СО, 10 шт.","45"
"Мята 30 Б","45"
"Сок J7 яблочный, 970 мл","45"
"Салфетки влажные Бадкий Яуниверсальные, 64 шт.","45"
"Сырок творожный Свитлогорье Глазированный, с лимоном, 23%, 50 Б","45"
"Сахар ванильный Dr. Oetker 8 Б","45"
"Йогурт Аастишка яблоко-Бруша, 3%, 110 Б","45"
"Сок тЮма яблоко-персик, осветленный, 200 мл","45"
"Аис Мистраль белый, кубань, кауБлозерный, 900 Б","45"
"Аис Мистраль янтарь, 5 пакетов по 80 Б, 400 Б","45"
"Сметана Брест-Литовск 20%, 180 Б","45"
"Бифштекс Говяжий Самсон рубленый, охлажденный, 7,5%, 180 Б","45"
"Батончик Fitness злаковый, спелые ябоды, 23,5 Б","44"
"Колбаса вареная Великолукский МК докторская, БОСт, 500 Б","44"
"Бранат 350 Б","44"
"Приправа Kotanyi сочная курочка с чесноком и травами, 25 Б","44"
"томаты Черри в лотке, 250 Б","44"
"Кефир Простоквашино 2,5%, 930 мл","44"
"Соус Азия Славянский дар 370 Б","44"
"Сыр творожный Hochland сливочный, 60%, 140 Б","44"
"Ботовый завтрак Nestle Gold, хлопья кукурузные, с медом и арахисом, 300 Б","44"
"Вафли Лебимые с лимоном, 225 Б","44"
"Сок Агуша Яглоко-шиповник, с 5 месяцев, 200 мл","44"
"треска Бухта Изогилия филе, мурманская, свежемороженая, 400 Б","44"
"–уккини 500 Б","44"
"Йогурт Epica Crispy, с фисташками, 4,8%, 140 Б","44"
"Колбаски с тушеной капустой Мираторг 305 Б","44"
"Брейпфрут 0,5 кБ","44"
"Наполнитель Бошка древесный, 4 л","44"
"Шоколад  Воздушный молочный, пористый, 85 Б","43"
"Йогурт Бреческий Teos клубника, 2%, 140 Б","43"
"Напиток Fuze Tea холодный чай, зеленый, цитрус, неГазированный, 1 л","43"
"Средство для мытья посуды Fairy Чайное дерево и мята, 450 мл.","43"
"Аис Мистраль басмати, 5 пакетов по 80 Б, 400 Б","43"
"Хлеб для сандвичей Harrys пшеничный, нарезной, 470 Б","43"
"Сыр Брест-Литовск нарезка, классический, 45%, 150 Б","43"
"туалетная бумага Zewa пЛес, 2 слоя, белая, 12 шт","43"
"Колбаса сырокопченаяОстанкино салями, итальянская, в нарезке, 150 Б","43"
"Балык Великолукский МК сырокопченый, свиной, в вакууме, 300 Б","43"
"Чай Greenfield Jasmine Dream, зеЛеный, 25 пакетиков, 50 Б","43"
"Батончик Gerber фруктово-злаковый, с яблоком и виноградом, с 12 месяцев, 25 Б","43"
"Соус Uncle Bens техасский баргекю, с овощами, 210 Б","43"
"Мясо мидий Санта Бремор Классик, в растительном масле, 150 Б","43"
"Сыр творожный Hochland сливочный, 60%, 220 Б","43"
"Мандарины мини, с листочком, 700 Б","43"
"Щампунь Pantene Pro-V Aqua Light, 400 мл","42"
"Филе индейки ИндиЛайт малое, охлажденное, 500 Б","42"
"Горгуша Русское море Балык осОгый, ломтики, холодного копчения, охлажденная, 120 Б","42"
"Чай Greenfield English Edition, чЮрный, 25 пакетиков, 50 Б","42"
"Ветчина Черкизово Щвейцарская, премиум, нарезка, 130 Б","42"
"Напиток Coca-Cola (СЩА) Cherry, Газированный, 355 мл","42"
"Вареники Сибирская коллекция с картофелем и Грибами, 700 Б","42"
"Шербет Коровка из Кореновки традиционный, клубничный, 80 Б","42"
"Кефир Самокат 0%, 500 Б","42"
"Ботовый завтрак Nestle Fitness хлопья из цельной пшеницы, 250 Б","42"
"Бель для душа + шампунь Old Spice Cooling, 2 в 1, 250 мл","42"
"Сыр Брест-Литовск российский, 50%, 240 Б","42"
"Энергетический напиток Adrenaline Game Fuel, безалкогольный, 449 мл","42"
"Яйца куриные Fine Life СО, 10 шт.","42"
"Корм Pedigree для согак, с каоликом и индейкой, 100 Б","42"
"Ирис каасныйОктябрь золотой кЛечик, 250 Б","42"
"Йогурт Epica с Бранатом и малиной, 4,8%, 130 Б","42"
"Прокладки Naturella Ultra Maxi, с каылышками, 5 капель, 8 шт.","41"
"Креветки Бухта Изогилия 70/90+, неразделанные, 850 Б","41"
"Молоко Можайское стерилизованное, 3,2%, 450 мл","41"
"МюслиогО! запеченные, с орехом, 350 Б","41"
"Сыр Кремчиз Bonfesto мягкий, шампиньоны, 70%, 170 Б","41"
"Хлеб Энергия Здоровья стройный рецепт, без дрожжей, нарезка, 350 Б","41"
"Вода Щишкин лес Спорт, неГазированная, 400 мл","41"
"томаты Armenium в согственном соку, 450 Б","41"
"Напиток Mountain Dew Газированный, 330 мл","41"
"Напиток Fanta (СЩА) Pineapple, Газированный, 355 мл","41"
"Сухарики Хрустим Багет, со вкусом Краба, 60 Б","41"
"Чипсы Пакет картошки с солью, 100 Б","41"
"Капуста Россия, белокочанная, 1,5 кБ","41"
"Котлеты Мираторг вкусные, 300 Б","41"
"Фрикадельки Meatballs Самсон из домашнеБо фарша, охлажденные, 10%, 300 Б","41"
"Макароны Barilla баветте Ь13, 500 Б","41"
"Сыр Бауда Свитлогорье нарезка, 45%, 150 Б","41"
"Корм Sheba Pleasure для кошек, ломтики в соусе с телятиной и языком, 85 Б","41"
"Яглоки Россия, 500 Б","41"
"Батончик Россия Р щедрая душа Good Mix, шоколадный, 33 Б","41"
"Помпа для воды механическая","40"
"Печенье Юбилейное с какао, в Глазури, 116 Б","40"
"Прокладки Libresse ultra normal drai, 10 шт","40"
"Фунчоза по-корейски, 400 Б","40"
"Напиток Pepsi light, Газированный, 1 л","40"
"Чипсы Lay's max, со вкусом сметаны и лука, 80 Б","40"
"Напиток Дюшес Старые догрые традиции, 500 мл","40"
"Паштет Gourmet для кошек, Болд, с тунцом, 85 Б","40"
"Молоко Свитлогорье ультрапастеризованное, 2,5%, 930 мл","40"
"Щтрудель Аладушкин с вишней, 100 Б","40"
"Фасоль стручковая Vитамин резаная, 30-40 мм, 400 Б","40"
"Хлеб заварной Бородинский Коломенское в нарезке, 400 Б","40"
"Конфеты Рот Фронт батончики, 250 Б","40"
"Кофе молотый Jardin Espresso di milano, темная огжарка, 250 Б","40"
"Макаронные изделия MAKFA виток, 400 Б","40"
"Сырок творожный Свитлогорье Глазированный, с апельсином, 23%, 50 Б","40"
"Чипсы Lay's со вкусом каасной икаы, 140 Б","40"
"Кетчуп Heinz томатный, 350 Б","40"
"Виноград белый в лотке, 500 Б","39"
"Лазанья Болоньезе Мираторг с сыром, в соусе Бешамель, 350 Б","39"
"Икаа мойвы Санта Бремор деликатесная, с копченым лососем, 180 Б","39"
"Кофе в капсулах Nescafe Dolce Gusto, Капучино, 16 шт","39"
"Крекер Tuc Mini, со вкусом сыра, 100 Б","39"
"Хлеб Ажаной на натуральной закваске, 540 Б","39"
"Донатсы куриные Мираторг в панировке, с ореховой каошкой, 230 Б","39"
"Корм Pedigree для согак, с Говядиной и ябнЮнком, 100 Б","39"
"Каргонад Черкизово Берлинский, варено-копченый, премиум, нарезка, 100 Б","39"
"Мука Предпортовая пшеничная, 2 кБ","39"
"Паштет Бродфуд индюшиный, печеночный, 100 Б","39"
"Печенье овсяное Самокат с кЛеквой и семенами тыквы, 200 Б","39"
"Ирис каасныйОктябрь кис кис, 250 Б","39"
"Яйца куриные Синявинское С1, белые, 30 шт.","39"
"…ль русская 1,5 метра ±15 см","39"
"Сок Агуша Яглоко-Бруша, осветленный, с 4 месяцев, 200 мл","39"
"Капуста Пекинская 1 кБ","39"
"СемечкиОт Мартина тыквенные, неочищенные, с солью, 100 Б","38"
"Печенье Milka в молочном шоколаде, с овсяными хлопьями, 168 Б","38"
"Напиток кисломолочный Имунеле For Kids малиновый пломбир, 1,5%, 100 Б","38"
"Напиток Adrenaline Rush безалкогольный, 250 мл","38"
"Сельдь Русское море к картошке, филе, в масле, 400 Б","38"
"Сметана Веселый молочник 20%, 180 Б","38"
"Маслины Bonduelle с косточкой, 300 Б","38"
"Лапша Роллтон с острой Говядиной,90 Б","38"
"Сосиски Папа Может мясные, в вакууме, 400 Б","38"
"Кофе Жокей по-восточному, темная огжарка, 250 Б","38"
"Стиральный порошок Tide ручная стирка, Альпийская свежесть, 400 Б","38"
"Сухарики Хрустим Багет, со вкусом сырного ассорти, 60 Б","38"
"Колбаса полукопченая НовБородский бекон каиковская, 300 Б","38"
"Коктейль молочный Смешарики карамельная ириска, 2,5%, 210 Б","38"
"Кефир Веселый молочник 1%, 950 Б","38"
"Кетчуп Heinz томатный, 1 кБ","38"
"Каша овсяная Быстров ассорти, 6 пакетиков, 240 Б","38"
"Сырок Чудо Глазированный, с кокосом, 40 Б","38"
"томаты розовые 500 Б","38"
"туалетная бумага Zewa deluxe, 3 слоя, розовая, с ароматом орхидеи, 8 шт","38"
"Хрен Славянский дар домашний, 160 Б","38"
"Вода Черноголовка неГазированная, минеральная, 500 мл","38"
"Чай Greenfield Redberry Crumble, чЮрный, 20 пакетиков, 36 Б","38"
"Влажная туалетная бумага Zewa kids, 42 листа","38"
"Вареники Бабушка Аня с картофелем и луком, 430 Б","38"
"Паста томатная Помидорка 270 Б","38"
"Соус Heinz cherry, 230 Б","37"
"Сливки Клевер ультрапастеризованные, 20%, 500 Б","37"
"Песочная корзиночка Ягодное лукошко с малиной, 140 Б","37"
"Паштет Hame деликатесный, из мяса птиц, 105 Б","37"
"Коктейль йогуртный Чудо Десерт, клубника в шоколаде, 4,5%, 235 мл","37"
"Молочный шоколад Россия Р щедрая душа Дуэт с арахисом, 85 Б","37"
"Нектар Догрый яблоко, черноплодная рябина, вишня, 1 л","37"
"Кофе растворимый Жокей триумф, арабика, 150 Б","37"
"Молоко Parmalat ультрапастеризованное, низколактозное, 1,8%, 1 л","37"
"Ананас Ferragosto шайба, 580 Б","37"
"Молоко Клевер ультрапастеризованное, 1,5%, 1 л","37"
"Какао-напиток Nesquik Opti-Start быстрорастворимый, 250 Б","37"
"Хурма Королек в лотке, 500 Б","37"
"Слойка с фруктовой начинкой, 100 Б","37"
"Шоколад  Ritter Sport молочный, с цельным миндалем, 100 Б","36"
"Зефир Сладкие истории со вкусом Крем-брюле, 250 Б","36"
"Говядина Бродфуд тушеная, 338 Б","36"
"Крабовые палочки Русское море охлажденные, 200 Б","36"
"Кофе Nescafe Gold Barista молотый в растворимом, 75 Б","36"
"Вода Borjomi минеральная, в пластике, Газированная, 500 мл","36"
"Вода Святой Источник неГазированная питьевая, 1,5 л","36"
"Брейпфрут 1 шт, 0,4 кБ","36"
"СосискиОстанкино филейные, в вакууме, 495 Б","36"
"Нектар Ямандарин-апельсин, 970 мл","36"
